-0	0	-0	0	0	0
-6.4692e-05	-6.85389e-05	-0	-3.92699e-07	0	0
-0.000258768	-0.000274156	-0	-2.74889e-06	0	0
-0.000582228	-0.00061685	-0	-7.46128e-06	0	0
-0.00103507	-0.00109662	-0	-1.45299e-05	0	0
-0.0016173	-0.00171347	-0	-2.39546e-05	0	0
-0.00232891	-0.0024674	-0	-3.57356e-05	0	0
-0.00316991	-0.00335841	-0	-4.98728e-05	0	0
-0.00414029	-0.00438649	-0	-6.63661e-05	0	0
-0.00524006	-0.00555165	-0	-8.52157e-05	0	0
-0.00646921	-0.00685389	-0	-0.000106421	0	0
-0.00782774	-0.0082932	-0	-0.000129983	0	0
-0.00931566	-0.0098696	-0	-0.000155902	0	0
-0.010933	-0.0115831	-0	-0.000184176	0	0
-0.0126797	-0.0134336	-0	-0.000214806	0	0
-0.0145557	-0.0154212	-0	-0.000247793	0	0
-0.0165612	-0.0175459	-0	-0.000283136	0	0
-0.018696	-0.0198077	-0	-0.000320835	0	0
-0.0209603	-0.0222066	-0	-0.00036089	0	0
-0.0233539	-0.0247425	-0	-0.000403302	0	0
-0.0258769	-0.0274155	-0	-0.00044807	0	0
-0.0285293	-0.0302256	-0	-0.000495194	0	0
-0.0313111	-0.0331727	-0	-0.000544674	0	0
-0.0342223	-0.0362569	-0	-0.00059651	0	0
-0.0372628	-0.0394782	-0	-0.000650702	0	0
-0.0404328	-0.0428366	-0	-0.000707251	0	0
-0.0437321	-0.046332	-0	-0.000766156	0	0
-0.0471609	-0.0499645	-0	-0.000827417	0	0
-0.050719	-0.0537341	-0	-0.000891034	0	0
-0.0544066	-0.0576407	-0	-0.000957008	0	0
-0.0582235	-0.0616844	-0	-0.00102534	0	0
-0.0621698	-0.0658652	-0	-0.00109602	0	0
-0.0662456	-0.070183	-0	-0.00116907	0	0
-0.0704507	-0.0746379	-0	-0.00124446	0	0
-0.0747852	-0.0792298	-0	-0.00132222	0	0
-0.0792492	-0.0839588	-0	-0.00140233	0	0
-0.0838425	-0.0888249	-0	-0.0014848	0	0
-0.0885653	-0.093828	-0	-0.00156962	0	0
-0.0934175	-0.0989682	-0	-0.0016568	0	0
-0.098399	-0.104245	-0	-0.00174633	0	0
-0.10351	-0.10966	-0	-0.00183822	0	0
-0.10875	-0.115211	-0	-0.00193247	0	0
-0.11412	-0.120899	-0	-0.00202908	0	0
-0.11962	-0.126725	-0	-0.00212804	0	0
-0.125248	-0.132687	-0	-0.00222935	0	0
-0.131006	-0.138787	-0	-0.00233303	0	0
-0.136894	-0.145023	-0	-0.00243905	0	0
-0.142911	-0.151397	-0	-0.00254744	0	0
-0.149057	-0.157907	-0	-0.00265818	0	0
-0.155333	-0.164555	-0	-0.00277128	0	0
-0.161739	-0.171339	-0	-0.00288673	0	0
-0.168273	-0.178261	-0	-0.00300454	0	0
-0.174938	-0.18532	-0	-0.00312471	0	0
-0.181731	-0.192515	-0	-0.00324723	0	0
-0.188654	-0.199848	-0	-0.00337211	0	0
-0.195707	-0.207317	-0	-0.00349934	0	0
-0.202889	-0.214924	-0	-0.00362893	0	0
-0.210201	-0.222668	-0	-0.00376088	0	0
-0.217642	-0.230548	-0	-0.00389518	0	0
-0.225212	-0.238566	-0	-0.00403184	0	0
-0.232912	-0.24672	-0	-0.00417086	0	0
-0.240742	-0.255012	-0	-0.00431223	0	0
-0.248701	-0.26344	-0	-0.00445596	0	0
-0.256789	-0.272006	-0	-0.00460204	0	0
-0.265008	-0.280708	-0	-0.00475048	0	0
-0.273355	-0.289547	-0	-0.00490128	0	0
-0.281832	-0.298524	-0	-0.00505443	0	0
-0.290439	-0.307637	-0	-0.00520994	0	0
-0.299175	-0.316887	-0	-0.0053678	0	0
-0.308041	-0.326274	-0	-0.00552802	0	0
-0.317036	-0.335798	-0	-0.0056906	0	0
-0.326161	-0.345459	-0	-0.00585554	0	0
-0.335416	-0.355257	-0	-0.00602283	0	0
-0.3448	-0.365191	-0	-0.00619247	0	0
-0.354313	-0.375263	-0	-0.00636447	0	0
-0.363957	-0.385471	-0	-0.00653883	0	0
-0.37373	-0.395816	-0	-0.00671555	0	0
-0.383632	-0.406298	-0	-0.00689462	0	0
-0.393664	-0.416917	-0	-0.00707604	0	0
-0.403826	-0.427673	-0	-0.00725983	0	0
-0.414117	-0.438566	-0	-0.00744597	0	0
-0.424538	-0.449595	-0	-0.00763446	0	0
-0.435089	-0.460761	-0	-0.00782531	0	0
-0.44577	-0.472065	-0	-0.00801852	0	0
-0.45658	-0.483504	-0	-0.00821409	0	0
-0.467519	-0.495081	-0	-0.00841201	0	0
-0.478589	-0.506794	-0	-0.00861228	0	0
-0.489788	-0.518644	-0	-0.00881492	0	0
-0.501117	-0.530631	-0	-0.00901991	0	0
-0.512576	-0.542755	-0	-0.00922725	0	0
-0.524165	-0.555015	-0	-0.00943695	0	0
-0.535883	-0.567412	-0	-0.00964901	0	0
-0.547731	-0.579946	-0	-0.00986342	0	0
-0.559709	-0.592616	-0	-0.0100802	0	0
-0.571816	-0.605423	-0	-0.0102993	0	0
-0.584054	-0.618367	-0	-0.0105208	0	0
-0.596421	-0.631447	-0	-0.0107446	0	0
-0.608919	-0.644664	-0	-0.0109708	0	0
-0.621546	-0.658018	-0	-0.0111994	0	0
-0.634303	-0.671508	-0	-0.0114303	0	0
-0.64719	-0.685135	-0	-0.0116636	0	0
-0.660206	-0.698898	-0	-0.0118992	0	0
-0.673353	-0.712798	-0	-0.0121372	0	0
